2026-06-28	feat/wire-failure-library-panel	feat(dashboard): carrusel visible (shrink-0) + nav a /hub + KPIs en banda fina + mascota unica
2026-06-27	fix/ci-vitest-pool-singlefork	fix(compliance): annotate DS 40/1969 as derogated in registry.ts DS 67 citation
2026-06-27	fix/authz-cross-tenant	fix(authz): close 3 cross-tenant IDOR leaks in authz-sensitive routes
2026-06-24	feat/orphan-wiring-wave1-2026-06-24	feat(b3): wire 12 orphaned components — connectivity ratchet 37→25
2026-06-24	fix/b7-theme-shim-2026-06-24	fix(theme): make ThemeContext a thin shim over AppModeContext
2026-06-24	fix/b6-local-heroes-2026-06-24	chore(ratchet): sync render-ratchet baseline (Badge/Input orphaned, CalmRec/Lessons now rendered)
2026-06-24	dependabot/npm_and_yarn/simplewebauthn/server-13.3.1	chore(deps): bump @simplewebauthn/server from 11.0.0 to 13.3.2
2026-06-24	dependabot/github_actions/actions/setup-java-5	chore(ci): bump actions/setup-java from 4 to 5
2026-06-24	dependabot/npm_and_yarn/types/node-26.0.0	chore(deps): bump @types/node from 22.19.15 to 26.0.0
2026-06-24	dependabot/npm_and_yarn/huggingface/transformers-4.2.0	chore(deps): bump @huggingface/transformers from 3.8.1 to 4.2.0
2026-06-24	fix/e2e-vida-safety-2026-06-23	fix(legal): annotate DS 40 derogation in clSafetyInspectionAdapter citation
2026-06-22	fix/regen-api-index-2026-06-22	fix(docs): regenerate API-INDEX.md — fresh route catalog (unblocks CI Tests gate → deploy)
2026-06-22	feat/f4-tokenize-batch2-2026-06-22	feat(f4): tokenize remaining broken-in-3-modes pages (batch 2)
2026-06-22	fix/ci-tests-unblock-deploy-2026-06-22	fix(ci): shard Tests job 4-way to unblock deploy gate (>14 min slow run)
2026-06-22	feat/f4-tokenize-broken-pages-2026-06-22	feat(f4): tokenize 9 more pages — IoT, wearables, ERP, immutable render, CQRS, Google Drive, light pollution, volcanic map, mountain refuges
2026-06-22	fix/vitest-pool-hang-2026-06-22	fix(config): enable vitest detectAsyncLeaks to surface pool-hang culprits
2026-06-22	feat/backend-pipelines-2026-06-22	feat(pipelines): SLO error-budget refresh job + maintenance route wiring (Dimension D #3)
2026-06-22	feat/mount-vida-legal-orphans-2026-06-22	fix(i18n): declare climateRoutes.calmRecs + calmRecsTitle in all 3 locales
2026-06-22	dependabot/npm_and_yarn/minor-and-patch-ee8c404809	chore(deps): bump the minor-and-patch group across 1 directory with 59 updates
2026-06-22	feat/wire-compliance-emit-2026-06-22	test(compliance-emit): add real-router per-adapter tests + register safety_inspection stub
2026-06-22	fix/stability-blockers-2026-06-22	fix(test): pin TZ to America/Santiago in ephemeris.test.ts
2026-06-22	feat/landing-firebase-lazy	perf(landing): lazy-load Firebase SDK off the anonymous landing critical path
2026-06-22	test/router-coverage-wave2-2026-06-22	chore(ratchet): update router-test baseline — 7 → 1 uncovered (204 verified)
2026-06-22	feat/frontend-redesign-f2	fix(frontend-f2): address adversarial review findings (C1/I1-I4/M1/M2/I3)
2026-06-22	docs/reflect-merged-wave-2026-06-22	docs: reflect merged hardening + DX + frontend wave (#1111-#1114)
2026-06-22	feat/wire-backend-orphans-2026-06-22	test(server): add real-router tests for roleViews routes
2026-06-22	feat/frontend-redesign-f0-f1	chore(perf): raise Main entry size budget 500→532 KB for F1 nav redesign
2026-06-22	dependabot/npm_and_yarn/mercadopago-3.1.0	chore(deps): bump mercadopago from 2.13.0 to 3.1.0
2026-06-22	dependabot/github_actions/google-github-actions/setup-gcloud-3	chore(ci): bump google-github-actions/setup-gcloud from 2 to 3
2026-06-22	dependabot/github_actions/github/codeql-action-4	chore(ci): bump github/codeql-action from 3 to 4
2026-06-22	dependabot/github_actions/actions/setup-node-6	chore(ci): bump actions/setup-node from 4 to 6
2026-06-22	dependabot/github_actions/actions/upload-artifact-7	chore(ci): bump actions/upload-artifact from 4 to 7
2026-06-22	security/firestore-storage-rules-2026-06-22	test(rules): fix 7 failing rules tests for V2 anti-spoof hardening
2026-06-22	chore/dx-ci-config-2026-06-22	ci(lint-infra): step-level continue-on-error so advisory linters report green
2026-06-22	chore/wire-missing-guards-2026-06-22	chore(ci): wire render-ratchet (#23) into pre-commit + add advisory pr-scope-check (#24)
2026-06-22	security/audit-hardening-2026-06-22	feat(security): V11 PII redaction on /ask-guardian + V12 timing-safe E2E secret + B24 docker dedup
2026-06-22	feat/frontend-redesign	docs(design): F1/F2/F3 plans + spec §12 founder refinements
2026-06-21	docs/frontend-redesign-spec	docs(design): spec de rediseño de frontend (Apple/Xiaomi + pretext + nav 9 bloques)
2026-06-21	feat/ley-karin-notify-lead	feat(ley-karin): notificar al lider del proyecto al recibir denuncia (F2, anonimato-seguro)
2026-06-21	docs/reconcile-pendiente-2026-06-21	docs(PENDIENTE): D4 ContractorPerformance feed marcado CONSTRUIDO (stale doc-drift)
2026-06-21	fix/guard-hang-global-async-errors	fix(reliability): forward async rejections so membership reads can't hang the request
2026-06-21	fix/guard-pinsign	fix(pinSign): move project-membership guard inside try (Express 4 async-reject hang)
2026-06-21	fix/guard-aiguardrails	@ fix(aiGuardrails): move membership guard inside try/catch to prevent request hang
2026-06-21	fix/guard-infra-error-5xx	fix(privacyShield): guard() dentro del try → infra-error de membership mapea a 5xx limpio, no cuelga (Express 4 async reject)
2026-06-21	feat/e2e-fixture-sos	fix(e2e): SOS button no renderizaba — reload tras sign-in (app montaba sin auth → ProjectContext/Emergency no activaban modo emergencia)
2026-06-21	chore/wire-orphans-real-2b	fix(test): alinear bbs.router.test al contrato stateful — seed tenantId + record-observation 201 (era 404/200, regresión del wiring bbs-profile)
2026-06-21	fix/cloudrun-boot-memory	fix(deploy): Cloud Run boot OOM — 512Mi→2Gi + cpu-boost (tsx runtime transpila todo el backend en cold start)
2026-06-21	chore/legal-blindaje-bundle	fix(i18n): declarar privacy.lastUpdated/providerData + common.allRightsReserved (es/en/pt-BR)
2026-06-20	chore/wire-orphans-real-1	chore: regen tras bundle wire-orphans-1
2026-06-20	fix/typecheck-router-tests	fix(tests): typecheck verde — H.db non-null en aggregateTelemetry + pdfParser res:any en reports
2026-06-20	chore/router-tests-wave8f	fix(meetingPack): server-stamp supervisorUid/projectId tras spread (anti-spoof CLAUDE.md #3) + test
2026-06-20	chore/router-tests-wave8e	chore: regen router-test baseline tras bundle ola 5
2026-06-20	chore/router-tests-wave8d	chore: regen router-test baseline tras bundle ola 4 (8 tests)
2026-06-20	chore/router-tests-wave8c	chore: regen router-test baseline tras bundle ola 3 (8 tests)
2026-06-20	chore/router-tests-wave8b	chore: regen router-test baseline tras bundle ola 2 (8 tests)
2026-06-20	chore/capture-spi	Merge remote-tracking branch 'origin/main' into chore/capture-spi
2026-06-20	chore/router-tests-wave8	chore: regen router-test baseline tras bundle de 8 tests
2026-06-20	chore/capture-oppressure-contractor	chore: regen baselines+api-index tras bundle oppressure+contractor
2026-06-20	feat/capture-planned-spi	feat(spi): capture planned-vs-executed counts + wire SpiDashboard real
2026-06-20	chore/writeforms-bundle	chore: regen baseline+api-index tras reconciliar writeforms con keystone
2026-06-20	feat/keystone-manhours-pr	merge main into keystone + regen baseline/api-index (reconcilia #1089)
2026-06-20	chore/bucketd-derivable-bundle	chore: regen baseline+api-index tras bundle bucketd-derivable (organic/epp/industry)
2026-06-20	chore/cost-ds67-bundle	chore: regen baseline+api-index tras bundle cost+ds67
2026-06-20	chore/wave-realread3-bundle	chore: regen baseline+api-index + roadmap doc tras bundle realread-3 (5 mounts)
2026-06-20	chore/wave-realread2-bundle	Merge remote-tracking branch 'origin/feat/mount-waste' into chore/wave-realread2-bundle
2026-06-20	fix/deflake-offline-crypto	test(offlineCrypto): de-flake leak-check — marcador PII largo evita coincidencia azarosa en base64 (no .toContain('Ana'))
2026-06-20	chore/wave-realread-bundle	fix(dataQuality): tipar safeRead documents (Record&{id}) — resuelve 20 TS2339; regen baseline+api-index
2026-06-20	chore/wave-f-bundle	docs(pendiente): ContractorPerformance feed = Bucket D (no montar honest-empty)
2026-06-20	feat/mount-epp-inspection	feat(epp): mount EppInspectionForm on EPP page with real catalog
2026-06-20	feat/incidentflow-hub	feat(incidentFlow): Hub de Flujo de Incidentes (F3) — lista real + monta huérfanos
2026-06-20	feat/change-management-moc	feat(changeMgmt): mount MOC trio in ChangeManagement page (F5)
2026-06-20	feat/mount-lone-worker-admin	feat(loneWorker): mount LoneWorkerAdminPanel on supervisor monitor page
2026-06-20	chore/drain-vidalegal-bundle	chore: regen baseline + api-index tras bundle 3 mounts vida/legal
2026-06-20	feat/mount-legal-obligations	feat(legal-calendar): mount useLegalObligations on LegalCalendar page
2026-06-20	feat/mount-custody-chain-card	feat(evidenceChain): mount CustodyChainTimelineCard on incident investigation with real chain data
2026-06-20	chore/drain-features-bundle	chore: regen baseline + api-index tras bundle de 6 features rescatadas
2026-06-20	feat/mount-project-closure-card	feat(projectClosure): mount ProjectClosureCard with real closure data
2026-06-20	fix/red-main-tests-bundle	Merge remote-tracking branch 'origin/fix/test-confidential-reports' into fix/red-main-tests-bundle
2026-06-20	fix/test-residual-risk	fix(residual-risk): consolidate duplicate residual-risk card (de-dup #1079 mount)
2026-06-20	fix/test-mountain-refuges	fix(mountain-refuges): restore offline client catalog as primary refuge source
2026-06-20	fix/test-confidential-reports	fix(confidential-reports): de-dupe report data-testid between inbox views
2026-06-20	fix/test-pre-shift-risk	fix(pre-shift): stop PreShiftRiskCard mount duplicating the inline panel
2026-06-20	fix/test-maturity-indicator	@ fix(maturity): de-duplicate maturity-gauge testid in MaturityIndexCard
2026-06-20	feat/mount-use-roi-scenario	feat(pricing): render server-computed ROI scenario comparison
2026-06-20	feat/mount-use-project-comparator	feat: wire ProjectsCompare to real per-project snapshots (READ pipeline P1)
2026-06-20	feat/mount-requirement-gate-panel	fix(soft-blocks): honest empty-state when active-blocks feed is not wired
2026-06-20	feat/mount-use-reconciliation-status	fix: remove explicit ns from reconciliation t() call
2026-06-20	feat/mount-use-research-mode	fix(i18n): declare research_summary keys in es, en, pt-BR
2026-06-20	feat/mount-use-multi-role-summary	feat: wire useMultiRoleSummary hook into AnnualReview page
2026-06-20	chore/drain-wave-3	i18n: declarar 8 claves maintenance.page.* + nav.maintenance_preventive (es/en/pt-BR) que usaba #1001
2026-06-20	docs/phantom-mounts-reclassify	docs(pendiente): CphsModule cascarón YA resuelto (pasa roster real, no [])
2026-06-20	docs/b-dimension-clean	docs(pendiente): B limpio — WisdomCapsule era falso positivo (real /today ya cableado en MorningRoutine)
2026-06-20	chore/consolidate-rules	docs+governance: merge #1070 (CLAUDE rules #23/#24 + audits/INDEX) preservando conteos re-verificados; corregir nota stale #1051
2026-06-20	chore/drain-wave-2	Merge remote-tracking branch 'origin/docs/read-pipeline-specs-2026-06-19' into chore/drain-wave-2
2026-06-20	chore/drain-mount-wave-bundle	chore: regen connectivity baseline (89->81) + api-index after bundling 9 mounts
2026-06-20	feat/mount-confidential-report-inbox	feat: mount ConfidentialReportInbox in ConfidentialReports page
2026-06-20	chore/phase0-reverify-api-index	chore(audit): re-verify pending ledger + auto-generated route index
2026-06-19	docs/read-pipeline-specs-2026-06-19	docs(pipelines): executable read-pipeline spec queue (the real "make real" work)
2026-06-19	feat/cphs-roster-read-pipeline	feat(cphs): real worker-roster read pipeline — un-cascarón the committee form
2026-06-19	feat/mount-use-adoption	fix(analytics): de-fabricate adoption snapshot — real plan + project count
2026-06-19	feat/mount-use-microtraining	Merge branch 'main' into feat/mount-use-microtraining
2026-06-19	feat/mount-use-document-versioning	Merge branch 'main' into feat/mount-use-document-versioning
2026-06-19	feat/mount-engineering-inventory-card	Merge branch 'main' into feat/mount-engineering-inventory-card
2026-06-19	feat/mount-driver-score-card	Merge branch 'main' into feat/mount-driver-score-card
2026-06-19	docs/consolidate-knowledge-2026-06-19	docs(consolidate): single source of truth + governance rules from MiMo-wave audit
2026-06-19	fix/restore-assetlinks-and-lint-ignore	fix(ci): restore Android assetlinks fingerprint + untrack swept-in agent skills
2026-06-19	feat/mount-portable-history-preview	feat: mount PortableHistoryPreview in WorkerPortableHistory page
2026-06-19	feat/mount-emergency-brigade-panel	feat: mount EmergencyBrigadePanel in EmergencyBrigade page
2026-06-19	feat/mount-worker-readiness-card	feat: mount WorkerReadinessCard in WorkerReadiness page
2026-06-19	feat/mount-operational-pressure-gauge	Merge branch 'main' into feat/mount-operational-pressure-gauge
2026-06-19	feat/mount-use-upsell	Merge branch 'main' into feat/mount-use-upsell
2026-06-19	feat/mount-use-role-views	Merge branch 'main' into feat/mount-use-role-views
2026-06-19	feat/mount-use-admin-burden	Merge branch 'main' into feat/mount-use-admin-burden
2026-06-19	feat/mount-spi-dashboard	Merge branch 'main' into feat/mount-spi-dashboard
2026-06-19	feat/mount-preventive-objectives-panel	Merge branch 'main' into feat/mount-preventive-objectives-panel
2026-06-19	feat/mount-external-audit-portal-card	Merge branch 'main' into feat/mount-external-audit-portal-card
2026-06-19	feat/mount-non-conformity-list-panel	Merge branch 'main' into feat/mount-non-conformity-list-panel
2026-06-19	feat/mount-predictive-alerts-list	Merge branch 'main' into feat/mount-predictive-alerts-list
2026-06-19	feat/mount-glossary-search-panel	Merge branch 'main' into feat/mount-glossary-search-panel
2026-06-19	feat/mount-doc-confidence-card	Merge branch 'main' into feat/mount-doc-confidence-card
2026-06-19	feat/mount-equipment-status-card	Merge branch 'main' into feat/mount-equipment-status-card
2026-06-19	feat/mount-use-non-conformity	feat: wire useNonConformity hook into CorrectiveActions page
2026-06-19	feat/mount-use-vendor-onboarding	i18n: add vendorStage key to es, en, pt-BR locales
2026-06-19	feat/mount-use-reputational-alerts	feat: mount useReputationalAlerts hook in PredictiveGuard page
2026-06-19	feat/mount-use-refuges	feat: wire useRefuges hook into MountainRefuges page
2026-06-19	feat/mount-use-signaletics	feat: mount useSignaletics hook in Evacuation page (#1038)
2026-06-19	feat/mount-use-spaced-repetition	feat: wire useSpacedRepetition hook into Training page
2026-06-19	feat/mount-use-skill-gap	feat: wire useSkillGap hook into Training page
2026-06-19	feat/delete-orphan-hooks	chore: delete 22 orphan hooks with zero production importers
2026-06-19	feat/mount-drill-result-review-card	feat: mount DrillResultReviewCard in DrillsManager page
2026-06-19	feat/mount-hazmat-compatibility-panel	feat: mount HazmatCompatibilityPanel in HazmatInventoryPage
2026-06-19	feat/mount-maintenance-tasklist	Merge branch 'main' into feat/mount-maintenance-tasklist
2026-06-19	feat/mount-safety-metrics-dashboard	feat: mount SafetyMetricsDashboard
2026-06-19	feat/mount-root-cause-tree-summary	feat(root-cause): mount RootCauseTreeSummary in RootCauseInvestigation page
2026-06-19	feat/mount-supervisor-briefing-card	feat: mount SupervisorBriefingCard in ShiftHandover page
2026-06-19	feat/mount-raci-health-card	feat: mount RaciHealthCard in Projects page overview tab
2026-06-19	feat/mount-residual-risk-card	feat: mount ResidualRiskCard in ResidualRisk page
2026-06-19	feat/mount-maturity-index-card	feat: mount MaturityIndexCard in MaturityIndicator page
2026-06-19	feat/mount-pre-shift-risk-card	feat: mount PreShiftRiskCard in PreShiftRisk page
2026-06-19	feat/mount-faena-state-banner	feat: mount FaenaStateBanner in Dashboard page
2026-06-19	feat/mount-document-hygiene-panel	feat: mount DocumentHygienePanel in Documents page
2026-06-19	feat/mount-legal-obligation-card	feat: mount LegalObligationCard in LegalCalendar page
2026-06-19	feat/mount-annual-review-summary	feat: mount AnnualReviewSummary in AnnualReview page
2026-06-19	feat/mount-audit-express-button	feat(audits): mount AuditExpressButton in Audits page (A2)
2026-06-18	fix/notification-context-duplicate-listener	fix(e2e): skip login heading test in E2E mode (user already authenticated)
2026-06-18	feat/mount-five-s-audit	merge: reconcile feat/mount-five-s-audit with main
2026-06-18	feat/mount-expirations-panel	Merge remote-tracking branch 'origin/main' into feat/mount-expirations-panel
2026-06-18	feat/mount-action-balance-card	Merge remote-tracking branch 'origin/main' into feat/mount-action-balance-card
2026-06-18	test/e2e-anti-flaky	test(e2e): anti-flaky pass — remove the last fixed sleep (SOS long-press)
2026-06-18	feat/mount-iper-matrix	feat(protocols): mount IperMatrixCard as IPER 5x5 tool (A2)
2026-06-18	feat/mount-compliance-traffic-light	test(e2e): fixme snapshot assertion (harness Firestore-visibility gap); keep 403 gate
2026-06-18	chore/onboarding-i18n	Merge remote-tracking branch 'origin/main' into chore/onboarding-i18n
2026-06-18	chore/tech-debt-logger-i18n	Merge remote-tracking branch 'origin/main' into chore/tech-debt-logger-i18n
2026-06-18	feat/e2e-coverage-99-percent	test(e2e): estabilizar full-stack — re-fixme 3 specs feature-level + smoke robusto
2026-06-18	feat/carga-mental	Merge remote-tracking branch 'origin/main' into feat/carga-mental
2026-06-18	fix/router-test-ratchet-relative-imports	fix(router-test-ratchet): resolve co-located relative imports (honest inventory)
2026-06-17	feat/checklist-vehiculo	feat(checklist-vehiculo): mount vehicle pre-op checklist (connect-real #3)
2026-06-17	fix/climateroutes-real-eonet-pins	fix(climate-routes): clear stale assessment+bbox in Directions catch (P1 review)
2026-06-17	fix/dynamic-evac-map-test-firebase-provider	fix(test): mock FirebaseContext+useWorkerPings in DynamicEvacuationMap suite (main CI red)
2026-06-17	feat/calculadora-pandeo	feat(calculadora-pandeo): mount Euler buckling calculator (connect-real #2)
2026-06-17	feat/linea-de-fuego-tool	feat(linea-de-fuego): mount struck-by/caught-between self-assessment tool
2026-06-17	chore/router-test-ratchet-gate	chore(governance): router behavioral-coverage ratchet — closes dimension E + "verified working" inventory
2026-06-17	docs/pendiente-registro	docs(pendiente): single source of truth for "real + connected" debt
2026-06-17	chore/connectivity-ratchet-gate	chore(governance): connectivity ratchet — orphan UI features may only shrink
2026-06-17	fix/execdash-real-incident-trend	fix(exec-dashboard): real period-over-period incident trend; drop misleading compliance arrow
2026-06-17	fix/analytics-remove-fake-trends	fix(analytics): remove fabricated KPI trend badges (+2% / -15% / +5%)
2026-06-17	fix/audit-failure-capture-clausmd14	test(loneWorker): clear audit + captureRouteError mocks in beforeEach (review LOW)
2026-06-17	fix/telemetry-real-gas-hud	fix(telemetry): harden o2Reading fallback to o2Low ?? o2High (review P2)
2026-06-17	perf/jspdf-dynamic-import-batch2	perf(pdf): dynamic-import jsPDF + html2canvas in 3 more PDF pages (N16 slice 2)
2026-06-17	fix/telemetry-sim-event-fields	fix(telemetry): simulated IoT card reads the REAL Gemini schema fields
2026-06-17	fix/settings-prefs-persist	fix(settings): persist email/session/AI prefs to users.appPreferences (N18 part-2)
2026-06-17	fix/telemetry-simulated-iot-honest	fix(telemetry): demo "Simular IoT" no longer injects into the real safety pipeline
2026-06-17	perf/zk-orphan-n1-batch	perf(zk): batch orphan-notif writes, kill N+1 getDocs per orphan
2026-06-17	perf/jspdf-dynamic-import	perf(pdf): dynamic-import jsPDF + html2canvas in AfichesSeguridad + Analytics
2026-06-17	fix/settings-2fa-real-mfa	fix(settings): replace the fake 2FA toggle with a CTA into the real MFA hub
2026-06-17	feat/mural-real-comments	feat(mural): make the dead comment panel real + wire kebab delete + fix swallowed like error
2026-06-17	feat/real-worker-pings-evacuation-map	fix(evacuation): address review — real member source, role-gate, clear stale on error
2026-06-17	fix/epp-detector-confidence-honesty	fix(epp-vision): present color-based EPP as a tentative visual estimate, not verified detection (FASE 0)
2026-06-17	feat/curriculum-real-training-list	fix(curriculum): drop unnecessary 'as any' on Date (timestamp is string|number)
2026-06-17	fix/twin-fabricated-workers-evacuation	fix(twin/evac): address adversarial review — fall detection, schematic-GPS lie, stale route, key mismatch
2026-06-17	feat/ley-karin-sla-badge	feat(ley-karin): surface SLA deadline badge + urgency sort in confidential-reports inbox
2026-06-17	fix/emergency-contacts-modal-a11y	fix(emergency): a11y dialog semantics + Esc on the emergency-contacts modal
2026-06-17	fix/emergency-overlay-a11y-triage	fix(emergency): a11y alertdialog + focus + triage severity label on EmergencyOverlay
2026-06-17	perf/sos-parallel-token-reads	perf(sos): parallelize per-supervisor token reads in the emergency fan-out
2026-06-17	fix/dte-audit-await	fix(dte): await the 3 audit writes before responding (CLAUDE.md #14)
2026-06-17	fix/survival-ping-offline-breadcrumb	test(survival): fix spy param typing (rest args) for typecheck
2026-06-17	feat/dte-retry-enqueue	fix(billing): address DTE retry review — queue not-configured, single timestamp
2026-06-17	feat/zone-entry-worker-surface	fix(zones): address adversarial review — honest audit record, no silent permit pass, truthful offline copy
2026-06-17	docs/todo-reconcile-resolved	docs(todo): reconcile 5 verified-resolved items against current code
2026-06-17	feat/circadian-alertness-mount	feat(circadian): mount the orphan AlertnessGuard in FatigueMonitor (was dead UI)
2026-06-17	fix/weekly-digest-dead-paths	chore(ratchet): lock in as-any improvement from the digest repoint (2→1)
2026-06-17	fix/culture-pulse-transaction	fix(culture-pulse): wrap respond check-then-act in runTransaction (#19)
2026-06-17	fix/equipment-qr-preuse-mount	feat(equipment): mount the worker QR pre-use inspection flow (was orphaned)
2026-06-16	fix/sos-zero-reach-honest	fix(emergency): harden SOS zero-reach per adversarial review (no dup alert docs)
2026-06-16	fix/days-milestone-real-credit	fix(gamification): credit days-without-incident milestones to real members + wire cron
2026-06-16	fix/skilltree-real-stats	fix(emergency): feed SkillTree real crew stats so medallas can unlock
2026-06-16	fix/evacuation-plan-real-save	fix(evacuation): persist the emergency plan for real (was silently lost)
2026-06-16	fix/community-glossary-privacy	fix(rag): harden community-cache privacy per adversarial review
2026-06-16	fix/assets-firestore-rule	fix(rules): add top-level `assets` rule so Maquinaria persists (was default-denied)
2026-06-16	fix/vitality-monitor-real	fix(hygiene): real physical-load index in VitalityMonitor (was a demo timer)
2026-06-16	fix/executive-dashboard-real-esg	fix(executive): compute ESG/ISO scorecards from real data (was fabricated)
2026-06-16	fix/incident-search-tenant-scope	fix(zettelkasten): scope NL incident search by real tenantId (was always empty)
2026-06-16	fix/weekly-digest-real-days	chore(ratchet): lock in the as-any improvement from the digest fix (3→2)
2026-06-16	feat/real-weather-openmeteo	feat(weather): real UV + keyless real weather via Open-Meteo (make it real)
2026-06-16	fix/sitebook-sign-idor	fix(security): harden SiteBook IDOR fix per adversarial review
2026-06-16	docs/tracker-session-2026-06-16-merges	docs(tracker): record session 2026-06-16 merges #934-#939
2026-06-16	fix/honest-data-no-invented-telemetry	fix(ui): address adversarial review — 3 surviving fabrications (WB-1/WB-2/SLO-1)
2026-06-16	fix/payments-failclosed-hardening	fix(billing): fail-closed hardening — Khipu webhook + MP env + Webpay return (pre-key audit)
2026-06-16	feat/f4-aptitude-webauthn-verify	fix(medical): F4 review — server-stamp signedAt, fail-loud origin, log role-resolve outage
2026-06-16	docs/adr-0024-retention-no-delete	docs(adr): ADR 0024 — retención por defecto, sin borrado discrecional de prevención
2026-06-16	feat/cphs-actas-server	fix(cphs): address adversarial-review findings (audit-visibility, txn, validation, client errors)
2026-06-16	feat/billing-cycle-observability	fix(billing): address adversarial-review observability gaps (non-blocking)
2026-06-16	docs/tracker-ola2-2026-06-16	docs(tracker): mark OLA 2 session 2026-06-16 progress (#929/#930/#931/#932)
2026-06-16	fix/tier-gating-report-only	fix(billing): keyword-based ADR-0021 invariant + document deploy-time flag
2026-06-16	fix/rag-cross-tenant-scope	test(rag): update searchRelevantContext mock for object-form findNearest + over-fetch
2026-06-16	fix/portable-history-cross-tenant	fix(portable-history): gate users-fallback to owner self-read + dedup incidents
2026-06-16	fix/iap-planid-from-sku	fix(billing): resolve IAP plan from the SKU (was mis-granting 'comite' to everyone)
